,date,辆啊,FLUC_TP_CD,PRV_DD_CMPR,UPDN_RATE,OPNPRC_IDX,绊啊,历啊,芭贰樊,芭贰措陛,惑厘矫啊醚咀,index_name
531,2021/02/22,"2,360.52",2,-6.03,-0.25,"2,368.77","2,390.54","2,358.17","1,445,852,289","3,365,466,424,173","89,651,150,089,459",内胶乔 家屈林
532,2021/02/19,"2,366.55",2,-18.24,-0.76,"2,384.30","2,384.30","2,327.60","3,086,093,315","5,299,482,505,183","89,858,500,363,244",内胶乔 家屈林
533,2021/02/18,"2,384.79",2,-28.87,-1.20,"2,414.76","2,420.14","2,381.30","1,463,371,591","4,901,395,606,754","90,548,510,572,934",内胶乔 家屈林
534,2021/02/17,"2,413.66",1,23.43,0.98,"2,393.14","2,414.27","2,387.65","1,271,217,864","3,872,282,170,793","91,577,205,385,762",内胶乔 家屈林
535,2021/02/16,"2,390.23",1,28.96,1.23,"2,363.68","2,390.23","2,363.68","1,565,447,452","4,067,806,024,374","90,684,417,239,932",内胶乔 家屈林
536,2021/02/15,"2,361.27",1,40.80,1.76,"2,323.32","2,361.27","2,323.32","1,326,257,816","2,524,065,578,350","89,588,913,154,491",内胶乔 家屈林
537,2021/02/10,"2,320.47",1,15.13,0.66,"2,306.67","2,320.86","2,293.34","1,856,546,222","3,094,994,787,709","87,991,455,355,927",内胶乔 家屈林
538,2021/02/09,"2,305.34",2,-6.37,-0.28,"2,312.62","2,320.44","2,305.34","1,825,686,062","2,476,499,656,940","87,416,089,321,653",内胶乔 家屈林
539,2021/02/08,"2,311.71",2,-15.58,-0.67,"2,327.61","2,328.20","2,304.32","937,283,649","2,018,338,501,258","87,658,109,884,518",内胶乔 家屈林
540,2021/02/05,"2,327.29",1,3.91,0.17,"2,327.03","2,338.69","2,313.61","807,901,688","2,488,082,630,775","88,243,346,387,852",内胶乔 家屈林
541,2021/02/04,"2,323.38",1,6.08,0.26,"2,321.27","2,335.00","2,309.96","1,039,900,950","2,935,034,543,625","88,071,707,207,947",内胶乔 家屈林
542,2021/02/03,"2,317.30",1,30.92,1.35,"2,290.75","2,317.30","2,290.75","536,438,239","2,280,295,998,251","87,836,118,095,508",内胶乔 家屈林
543,2021/02/02,"2,286.38",1,29.33,1.30,"2,260.39","2,298.80","2,260.39","549,828,843","2,041,411,395,169","86,654,477,117,720",内胶乔 家屈林
544,2021/02/01,"2,257.05",1,40.86,1.84,"2,214.38","2,257.05","2,181.14","649,052,552","2,438,208,036,067","85,515,245,287,298",内胶乔 家屈林
545,2021/01/29,"2,216.19",2,-84.73,-3.68,"2,304.87","2,321.10","2,187.73","592,103,000","2,488,851,991,174","84,079,448,509,251",内胶乔 家屈林
546,2021/01/28,"2,300.92",2,-50.04,-2.13,"2,346.04","2,346.04","2,294.42","977,656,399","4,263,224,119,722","87,286,756,419,712",内胶乔 家屈林
547,2021/01/27,"2,350.96",2,-10.41,-0.44,"2,363.24","2,370.82","2,340.69","616,324,994","2,624,846,433,769","89,179,560,952,165",内胶乔 家屈林
548,2021/01/26,"2,361.37",2,-21.24,-0.89,"2,384.30","2,389.67","2,349.73","499,731,164","2,306,110,177,311","89,573,814,358,789",内胶乔 家屈林
549,2021/01/25,"2,382.61",1,22.68,0.96,"2,361.86","2,383.56","2,361.86","567,236,487","3,060,153,088,655","90,366,783,045,934",内胶乔 家屈林
550,2021/01/22,"2,359.93",2,-3.07,-0.13,"2,363.92","2,368.61","2,349.90","714,877,587","2,936,172,696,166","89,489,278,738,061",内胶乔 家屈林
551,2021/01/21,"2,363.00",1,31.03,1.33,"2,335.72","2,363.00","2,335.72","870,000,714","3,286,849,269,387","89,593,475,502,728",内胶乔 家屈林
552,2021/01/20,"2,331.97",1,19.52,0.84,"2,314.36","2,331.97","2,309.44","741,732,517","3,373,286,576,815","88,417,712,648,128",内胶乔 家屈林
553,2021/01/19,"2,312.45",1,57.12,2.53,"2,257.65","2,314.25","2,257.65","868,540,034","4,188,589,740,306","87,665,063,238,868",内胶乔 家屈林
554,2021/01/18,"2,255.33",2,-41.79,-1.82,"2,294.40","2,294.40","2,250.14","902,990,720","2,974,864,128,143","85,498,347,019,937",内胶乔 家屈林
555,2021/01/15,"2,297.12",2,-21.68,-0.93,"2,320.96","2,328.14","2,292.03","893,572,788","3,602,940,093,289","87,080,132,913,750",内胶乔 家屈林
556,2021/01/14,"2,318.80",1,14.19,0.62,"2,306.92","2,318.80","2,306.18","761,782,545","3,436,107,065,220","87,876,575,600,504",内胶乔 家屈林
557,2021/01/13,"2,304.61",1,27.80,1.22,"2,280.99","2,305.41","2,280.99","1,128,906,132","3,565,208,737,434","87,331,821,181,781",内胶乔 家屈林
558,2021/01/12,"2,276.81",1,6.83,0.30,"2,269.22","2,290.13","2,242.78","852,341,706","3,627,916,083,861","86,276,628,179,558",内胶乔 家屈林
559,2021/01/11,"2,269.98",2,-44.01,-1.90,"2,315.54","2,325.99","2,228.82","988,594,386","3,688,609,663,062","85,985,622,781,926",内胶乔 家屈林
560,2021/01/08,"2,313.99",2,-7.65,-0.33,"2,324.90","2,340.63","2,305.96","672,372,236","3,126,752,308,767","87,650,014,693,335",内胶乔 家屈林
561,2021/01/07,"2,321.64",1,37.79,1.65,"2,287.88","2,324.35","2,287.88","873,795,696","3,999,436,264,015","87,934,404,108,128",内胶乔 家屈林
562,2021/01/06,"2,283.85",1,22.96,1.02,"2,265.85","2,288.39","2,262.33","1,166,877,104","5,040,874,641,956","86,501,282,561,050",内胶乔 家屈林
563,2021/01/05,"2,260.89",1,30.09,1.35,"2,229.33","2,260.89","2,218.88","761,695,405","3,213,561,386,548","85,623,386,007,405",内胶乔 家屈林
564,2021/01/04,"2,230.80",1,20.05,0.91,"2,213.59","2,230.80","2,205.76","567,790,064","2,326,957,936,932","84,477,875,300,096",内胶乔 家屈林
565,2020/12/30,"2,210.75",1,28.06,1.29,"2,183.37","2,211.09","2,183.37","752,420,607","3,178,717,157,621","83,702,454,704,469",内胶乔 家屈林
566,2020/12/29,"2,182.69",1,27.51,1.28,"2,155.51","2,182.69","2,154.89","729,578,509","3,165,227,331,045","82,535,184,757,415",内胶乔 家屈林
567,2020/12/28,"2,155.18",2,-19.07,-0.88,"2,175.78","2,183.62","2,153.60","587,632,375","3,301,362,628,838","81,517,682,799,404",内胶乔 家屈林
568,2020/12/24,"2,174.25",1,5.30,0.24,"2,170.64","2,185.05","2,162.60","608,908,076","3,236,210,301,634","82,219,862,980,662",内胶乔 家屈林
569,2020/12/23,"2,168.95",2,-20.90,-0.95,"2,191.44","2,204.62","2,158.81","717,677,424","4,139,882,770,671","82,003,522,306,804",内胶乔 家屈林
570,2020/12/22,"2,189.85",2,-52.41,-2.34,"2,242.63","2,243.84","2,187.24","861,760,586","5,518,337,463,915","82,789,637,902,574",内胶乔 家屈林
571,2020/12/21,"2,242.26",1,13.74,0.62,"2,229.04","2,243.40","2,217.73","794,051,601","4,575,528,311,092","84,744,610,660,184",内胶乔 家屈林
572,2020/12/18,"2,228.52",1,20.81,0.94,"2,209.62","2,230.13","2,209.62","644,038,259","3,378,417,613,614","84,218,755,268,755",内胶乔 家屈林
573,2020/12/17,"2,207.71",1,2.75,0.12,"2,206.35","2,211.70","2,197.36","605,845,596","2,359,525,157,055","83,448,941,941,036",内胶乔 家屈林
574,2020/12/16,"2,204.96",1,18.36,0.84,"2,188.16","2,205.10","2,188.16","785,370,731","2,752,202,026,630","83,341,918,807,684",内胶乔 家屈林
575,2020/12/15,"2,186.60",2,-9.38,-0.43,"2,198.51","2,202.51","2,177.95","755,064,378","3,110,860,606,343","82,639,396,360,443",内胶乔 家屈林
576,2020/12/14,"2,195.98",2,-3.78,-0.17,"2,200.73","2,203.51","2,188.28","730,809,948","3,159,485,900,671","82,993,147,591,167",内胶乔 家屈林
577,2020/12/11,"2,199.76",1,21.97,1.01,"2,180.39","2,199.76","2,180.39","789,395,835","2,591,459,139,018","83,130,409,114,695",内胶乔 家屈林
578,2020/12/10,"2,177.79",1,6.19,0.29,"2,169.54","2,178.47","2,159.03","682,984,122","2,129,849,899,669","82,293,216,554,754",内胶乔 家屈林
579,2020/12/09,"2,171.60",1,25.01,1.17,"2,147.72","2,171.65","2,147.72","916,332,147","3,287,816,836,788","82,042,382,752,524",内胶乔 家屈林
580,2020/12/08,"2,146.59",2,-18.27,-0.84,"2,166.15","2,170.98","2,145.23","1,083,594,391","2,733,083,753,506","81,080,109,496,505",内胶乔 家屈林
581,2020/12/07,"2,164.86",1,1.85,0.09,"2,164.99","2,173.75","2,152.12","1,164,055,345","3,196,307,987,161","81,720,261,379,463",内胶乔 家屈林
582,2020/12/04,"2,163.01",2,-5.71,-0.26,"2,173.71","2,174.66","2,154.70","1,355,230,774","3,500,869,745,409","81,646,896,134,231",内胶乔 家屈林
583,2020/12/03,"2,168.72",1,1.93,0.09,"2,172.09","2,172.09","2,156.91","445,086,321","2,111,873,567,441","81,858,812,175,698",内胶乔 家屈林
584,2020/12/02,"2,166.79",1,9.76,0.45,"2,166.11","2,166.79","2,156.55","736,818,368","3,266,041,460,994","81,752,637,047,086",内胶乔 家屈林
585,2020/12/01,"2,157.03",1,12.76,0.60,"2,147.83","2,157.43","2,140.35","709,270,609","3,389,522,585,257","81,368,858,591,839",内胶乔 家屈林
586,2020/11/30,"2,144.27",1,15.38,0.72,"2,139.52","2,151.26","2,133.16","824,492,332","3,837,040,290,729","80,893,936,395,514",内胶乔 家屈林
587,2020/11/27,"2,128.89",1,12.33,0.58,"2,119.68","2,129.68","2,117.34","783,084,182","2,284,639,358,378","80,308,947,567,160",内胶乔 家屈林
588,2020/11/26,"2,116.56",1,8.63,0.41,"2,111.81","2,117.55","2,101.99","1,098,725,590","1,854,796,616,171","79,726,966,158,622",内胶乔 家屈林
589,2020/11/25,"2,107.93",2,-26.48,-1.24,"2,146.29","2,148.01","2,086.39","874,499,312","2,878,629,424,358","79,352,117,061,562",内胶乔 家屈林
590,2020/11/24,"2,134.41",1,17.85,0.84,"2,125.89","2,135.93","2,124.66","859,247,284","2,901,865,528,949","80,309,730,246,234",内胶乔 家屈林
591,2020/11/23,"2,116.56",1,8.48,0.40,"2,114.81","2,120.26","2,105.55","659,813,472","2,631,268,766,198","79,639,736,514,305",内胶乔 家屈林
592,2020/11/20,"2,108.08",1,15.35,0.73,"2,099.86","2,108.78","2,097.13","469,749,452","2,720,503,632,320","79,184,876,755,909",内胶乔 家屈林
593,2020/11/19,"2,092.73",1,3.61,0.17,"2,088.86","2,093.01","2,077.93","527,718,101","2,661,549,561,097","78,579,604,804,046",内胶乔 家屈林
594,2020/11/18,"2,089.12",1,19.35,0.93,"2,075.14","2,089.41","2,072.97","529,792,175","1,953,218,749,275","78,031,584,253,495",内胶乔 家屈林
595,2020/11/17,"2,069.77",2,-16.10,-0.77,"2,086.06","2,086.43","2,064.78","736,961,352","2,770,068,020,150","77,301,546,129,927",内胶乔 家屈林
596,2020/11/16,"2,085.87",1,24.41,1.18,"2,071.53","2,086.61","2,070.64","656,484,920","2,418,575,400,333","77,874,670,951,880",内胶乔 家屈林
597,2020/11/13,"2,061.46",2,-12.55,-0.61,"2,070.50","2,071.26","2,046.93","645,964,937","2,770,917,203,802","77,003,746,605,272",内胶乔 家屈林
598,2020/11/12,"2,074.01",1,14.13,0.69,"2,064.45","2,075.01","2,059.08","700,320,134","3,062,526,173,647","77,509,657,905,722",内胶乔 家屈林
599,2020/11/11,"2,059.88",1,8.84,0.43,"2,053.55","2,060.14","2,041.46","838,630,783","3,445,339,220,018","76,952,115,355,451",内胶乔 家屈林
600,2020/11/10,"2,051.04",1,11.49,0.56,"2,043.02","2,052.43","2,033.29","942,239,351","3,230,719,003,706","76,662,099,474,926",内胶乔 家屈林
601,2020/11/09,"2,039.55",1,48.34,2.43,"2,007.66","2,039.55","2,006.80","955,658,764","3,112,880,544,859","76,216,617,425,813",内胶乔 家屈林
602,2020/11/06,"1,991.21",2,-0.47,-0.02,"1,999.51","1,999.61","1,979.13","616,166,008","2,396,746,807,379","74,420,808,569,370",内胶乔 家屈林
603,2020/11/05,"1,991.68",1,27.82,1.42,"1,970.29","1,991.70","1,970.04","455,654,757","1,816,118,931,625","74,441,409,941,812",内胶乔 家屈林
604,2020/11/04,"1,963.86",2,-0.74,-0.04,"1,977.21","1,977.45","1,956.01","691,847,902","2,575,815,414,299","73,370,115,007,414",内胶乔 家屈林
605,2020/11/03,"1,964.60",1,19.62,1.01,"1,957.59","1,967.08","1,952.03","708,040,764","2,455,328,683,650","73,385,784,087,972",内胶乔 家屈林
606,2020/11/02,"1,944.98",1,27.95,1.46,"1,928.35","1,945.11","1,921.40","523,265,522","2,128,904,838,552","72,648,791,025,237",内胶乔 家屈林
607,2020/10/30,"1,917.03",2,-28.44,-1.46,"1,949.43","1,951.37","1,914.39","560,879,713","1,684,037,069,115","71,581,389,845,264",内胶乔 家屈林
608,2020/10/29,"1,945.47",2,-2.92,-0.15,"1,913.00","1,945.47","1,911.93","309,519,610","1,571,663,461,916","72,759,736,598,522",内胶乔 家屈林
609,2020/10/28,"1,948.39",1,37.59,1.97,"1,912.62","1,948.50","1,912.62","524,600,596","1,888,200,737,569","72,854,640,563,902",内胶乔 家屈林
610,2020/10/27,"1,910.80",2,-7.81,-0.41,"1,900.10","1,927.67","1,888.41","426,959,227","1,465,520,735,384","71,445,324,906,208",内胶乔 家屈林
611,2020/10/26,"1,918.61",2,-50.65,-2.57,"1,974.62","1,974.62","1,918.39","568,882,897","2,120,850,486,227","71,730,867,097,092",内胶乔 家屈林
612,2020/10/23,"1,969.26",1,4.45,0.23,"1,979.55","1,980.27","1,964.54","538,741,142","2,314,119,838,129","73,634,975,247,182",内胶乔 家屈林
613,2020/10/22,"1,964.81",2,-23.53,-1.18,"1,983.34","1,985.52","1,961.98","582,812,759","2,139,428,889,701","73,465,387,548,120",内胶乔 家屈林
614,2020/10/21,"1,988.34",1,19.47,0.99,"1,976.67","1,988.78","1,973.61","591,968,225","1,906,034,337,086","74,344,389,547,685",内胶乔 家屈林
615,2020/10/20,"1,968.87",2,-7.65,-0.39,"1,964.21","1,978.70","1,938.28","681,316,562","2,216,666,315,502","73,614,858,881,569",内胶乔 家屈林
616,2020/10/19,"1,976.52",2,-2.54,-0.13,"1,987.35","1,993.42","1,969.69","724,956,236","2,408,917,062,269","73,909,328,810,487",内胶乔 家屈林
617,2020/10/16,"1,979.06",2,-27.49,-1.37,"2,012.77","2,018.13","1,955.87","605,508,042","2,498,726,390,135","73,903,530,895,969",内胶乔 家屈林
618,2020/10/15,"2,006.55",2,-30.38,-1.49,"2,039.11","2,039.55","1,982.48","966,682,837","3,244,657,919,187","74,879,869,904,943",内胶乔 家屈林
619,2020/10/14,"2,036.93",2,-11.41,-0.56,"2,052.80","2,053.00","2,031.33","697,728,782","2,810,018,617,233","76,000,704,644,231",内胶乔 家屈林
620,2020/10/13,"2,048.34",2,-0.11,-0.01,"2,058.20","2,058.23","2,030.07","540,744,981","2,306,182,785,463","76,422,353,895,619",内胶乔 家屈林
621,2020/10/12,"2,048.45",1,13.51,0.66,"2,049.02","2,050.09","2,039.15","640,908,759","2,495,279,010,307","76,430,132,129,547",内胶乔 家屈林
622,2020/10/08,"2,034.94",1,19.27,0.96,"2,029.54","2,035.50","2,021.45","730,763,703","2,755,854,909,329","75,850,971,467,244",内胶乔 家屈林
623,2020/10/07,"2,015.67",1,12.41,0.62,"1,993.07","2,016.30","1,990.77","563,742,796","2,401,870,744,453","75,127,305,095,047",内胶乔 家屈林
624,2020/10/06,"2,003.26",1,9.09,0.46,"2,001.41","2,010.22","1,987.82","655,315,645","2,898,473,116,923","74,617,872,373,347",内胶乔 家屈林
625,2020/10/05,"1,994.17",1,29.38,1.50,"1,969.92","1,994.34","1,964.59","552,673,810","2,119,040,014,306","74,270,221,428,102",内胶乔 家屈林
626,2020/09/29,"1,964.79",1,18.44,0.95,"1,957.53","1,967.14","1,953.00","436,022,109","1,876,258,949,539","73,161,648,733,384",内胶乔 家屈林
627,2020/09/28,"1,946.35",1,41.76,2.19,"1,924.34","1,946.39","1,923.82","381,112,522","1,372,258,887,690","72,433,922,585,642",内胶乔 家屈林
628,2020/09/25,"1,904.59",2,-2.86,-0.15,"1,920.30","1,931.30","1,890.92","478,015,724","2,298,555,162,372","70,909,039,157,718",内胶乔 家屈林
629,2020/09/24,"1,907.45",2,-69.99,-3.54,"1,944.01","1,958.08","1,897.85","466,043,613","2,473,363,683,192","71,020,164,318,346",内胶乔 家屈林
630,2020/09/23,"1,977.44",2,-1.90,-0.10,"2,001.67","2,004.02","1,933.17","466,104,197","2,545,579,876,402","73,624,082,572,257",内胶乔 家屈林
631,2020/09/22,"1,979.34",2,-48.90,-2.41,"2,020.82","2,020.82","1,967.56","668,841,219","4,414,795,865,369","73,692,040,715,731",内胶乔 家屈林
632,2020/09/21,"2,028.24",2,-30.60,-1.49,"2,063.43","2,068.33","2,009.65","808,114,245","3,645,637,805,470","75,503,436,517,514",内胶乔 家屈林
633,2020/09/18,"2,058.84",2,-1.57,-0.08,"2,058.30","2,064.28","2,037.94","514,336,320","2,046,707,925,694","76,631,140,865,658",内胶乔 家屈林
634,2020/09/17,"2,060.41",2,-18.20,-0.88,"2,082.58","2,086.40","2,051.29","602,292,539","2,247,675,776,859","76,690,883,638,677",内胶乔 家屈林
635,2020/09/16,"2,078.61",2,-9.89,-0.47,"2,093.28","2,094.74","2,068.95","541,721,965","2,675,145,451,893","77,369,096,332,660",内胶乔 家屈林
636,2020/09/15,"2,088.50",1,6.05,0.29,"2,095.71","2,095.71","2,082.60","619,365,938","2,672,502,591,081","77,742,385,571,817",内胶乔 家屈林
637,2020/09/14,"2,082.45",1,22.15,1.08,"2,071.38","2,082.62","2,065.71","697,583,609","2,439,351,203,016","77,494,705,342,001",内胶乔 家屈林
638,2020/09/11,"2,060.30",1,1.18,0.06,"2,059.91","2,065.81","2,045.61","619,594,714","2,888,107,765,054","76,656,660,090,331",内胶乔 家屈林
639,2020/09/10,"2,059.12",1,46.38,2.30,"2,034.26","2,059.19","2,028.71","745,495,853","3,947,214,442,287","76,611,557,603,931",内胶乔 家屈林
640,2020/09/09,"2,012.74",2,-13.67,-0.67,"1,998.81","2,020.40","1,995.62","619,403,507","2,723,690,837,731","74,889,285,526,096",内胶乔 家屈林
641,2020/09/08,"2,026.41",2,-18.99,-0.93,"2,062.52","2,064.64","2,022.05","588,609,639","3,520,652,485,681","75,385,953,008,241",内胶乔 家屈林
642,2020/09/07,"2,045.40",1,36.00,1.79,"2,017.76","2,052.26","2,015.04","700,650,195","3,265,419,355,266","76,087,698,620,178",内胶乔 家屈林
643,2020/09/04,"2,009.40",1,5.02,0.25,"1,939.52","2,009.66","1,937.85","730,308,938","3,730,007,346,557","74,744,466,905,122",内胶乔 家屈林
644,2020/09/03,"2,004.38",1,14.12,0.71,"1,997.67","2,004.92","1,992.44","488,728,288","2,803,995,554,366","74,482,007,611,439",内胶乔 家屈林
645,2020/09/02,"1,990.26",1,26.45,1.35,"1,972.23","1,990.26","1,972.23","939,615,286","3,967,268,209,861","73,954,228,337,108",内胶乔 家屈林
646,2020/09/01,"1,963.81",1,25.34,1.31,"1,945.00","1,963.81","1,941.18","621,645,148","3,427,620,312,704","72,995,294,594,654",内胶乔 家屈林
647,2020/08/31,"1,938.47",1,19.39,1.01,"1,932.35","1,946.35","1,926.21","1,235,468,876","3,504,412,532,229","72,046,956,771,240",内胶乔 家屈林
648,2020/08/28,"1,919.08",1,30.48,1.61,"1,897.15","1,929.60","1,897.15","973,644,848","4,673,529,554,320","71,318,590,961,152",内胶乔 家屈林
649,2020/08/27,"1,888.60",2,-30.53,-1.59,"1,925.94","1,926.34","1,887.49","652,609,364","4,267,016,630,227","70,110,516,926,434",内胶乔 家屈林
650,2020/08/26,"1,919.13",1,17.71,0.93,"1,912.12","1,919.46","1,891.32","679,005,374","3,390,801,401,766","71,229,776,686,038",内胶乔 家屈林
651,2020/08/25,"1,901.42",1,48.26,2.60,"1,866.43","1,901.42","1,865.55","451,189,981","2,785,874,085,585","70,563,073,630,907",内胶乔 家屈林
652,2020/08/24,"1,853.16",1,23.56,1.29,"1,828.82","1,853.79","1,805.30","403,934,192","2,462,661,107,956","68,751,243,439,979",内胶乔 家屈林
653,2020/08/21,"1,829.60",1,6.46,0.35,"1,840.98","1,849.22","1,805.14","628,926,920","3,699,421,085,347","67,865,367,592,198",内胶乔 家屈林
654,2020/08/20,"1,823.14",2,-53.30,-2.84,"1,873.18","1,887.88","1,811.93","571,394,623","3,169,510,340,169","67,638,132,822,980",内胶乔 家屈林
655,2020/08/19,"1,876.44",1,38.10,2.07,"1,851.94","1,876.71","1,844.35","405,369,717","2,151,448,829,559","69,601,428,338,534",内胶乔 家屈林
656,2020/08/18,"1,838.34",2,-96.39,-4.98,"1,925.50","1,925.50","1,830.35","570,878,032","2,569,146,421,912","68,183,304,514,955",内胶乔 家屈林
657,2020/08/14,"1,934.73",2,-9.74,-0.50,"1,950.65","1,953.54","1,910.54","631,738,525","3,066,051,339,501","71,756,630,170,054",内胶乔 家屈林
658,2020/08/13,"1,944.47",1,15.74,0.82,"1,941.55","1,953.72","1,937.95","519,475,690","2,638,067,670,506","71,994,814,087,283",内胶乔 家屈林
659,2020/08/12,"1,928.73",2,-8.66,-0.45,"1,937.59","1,941.22","1,904.50","390,854,043","1,864,439,132,824","71,307,822,462,415",内胶乔 家屈林
660,2020/08/11,"1,937.39",2,-2.62,-0.14,"1,947.86","1,952.95","1,933.02","427,578,250","2,461,234,481,171","71,610,773,668,646",内胶乔 家屈林
661,2020/08/10,"1,940.01",1,21.19,1.10,"1,924.87","1,940.77","1,918.83","414,854,627","2,393,070,965,309","71,705,540,387,304",内胶乔 家屈林
662,2020/08/07,"1,918.82",1,1.87,0.10,"1,924.67","1,930.90","1,910.20","408,936,547","2,307,251,029,327","70,908,030,527,076",内胶乔 家屈林
663,2020/08/06,"1,916.95",1,5.36,0.28,"1,918.25","1,924.07","1,908.14","430,554,239","2,805,617,696,417","70,832,298,479,613",内胶乔 家屈林
664,2020/08/05,"1,911.59",1,10.64,0.56,"1,911.65","1,915.03","1,906.06","530,454,482","3,044,546,140,394","70,621,108,650,675",内胶乔 家屈林
665,2020/08/04,"1,900.95",1,34.53,1.85,"1,875.70","1,900.95","1,874.96","384,483,996","2,456,502,632,779","70,225,493,913,658",内胶乔 家屈林
666,2020/08/03,"1,866.42",1,3.75,0.20,"1,872.62","1,872.62","1,858.32","349,895,684","1,878,153,824,540","68,946,709,977,146",内胶乔 家屈林
667,2020/07/31,"1,862.67",2,-0.52,-0.03,"1,865.82","1,867.15","1,860.41","380,716,282","1,828,153,681,064","68,782,780,378,337",内胶乔 家屈林
668,2020/07/30,"1,863.19",2,-0.65,-0.03,"1,869.59","1,869.59","1,854.40","424,122,124","2,275,742,608,951","68,796,713,950,754",内胶乔 家屈林
669,2020/07/29,"1,863.84",1,11.46,0.62,"1,855.22","1,863.93","1,847.64","537,374,466","3,045,754,495,014","68,802,257,120,332",内胶乔 家屈林
670,2020/07/28,"1,852.38",2,-6.72,-0.36,"1,866.83","1,868.53","1,845.76","408,536,258","1,866,705,368,992","68,355,997,461,255",内胶乔 家屈林
671,2020/07/27,"1,859.10",1,15.47,0.84,"1,847.40","1,862.47","1,847.40","625,533,692","2,891,549,335,200","68,538,887,906,082",内胶乔 家屈林
672,2020/07/24,"1,843.63",2,-5.97,-0.32,"1,841.64","1,861.08","1,833.44","627,509,681","3,652,121,337,401","67,982,378,315,647",内胶乔 家屈林
673,2020/07/23,"1,849.60",1,5.10,0.28,"1,849.07","1,853.35","1,832.20","587,830,618","3,304,552,573,184","68,193,807,384,931",内胶乔 家屈林
674,2020/07/22,"1,844.50",1,13.53,0.74,"1,834.16","1,844.50","1,828.67","414,667,983","2,137,928,485,294","68,146,960,105,369",内胶乔 家屈林
675,2020/07/21,"1,830.97",1,15.87,0.87,"1,822.73","1,831.82","1,816.81","425,216,635","2,021,594,156,664","67,626,518,841,413",内胶乔 家屈林
676,2020/07/20,"1,815.10",2,-2.92,-0.16,"1,822.17","1,822.17","1,800.94","382,162,498","1,412,749,205,673","66,747,645,907,596",内胶乔 家屈林
677,2020/07/17,"1,818.02",1,10.05,0.56,"1,811.50","1,818.02","1,809.10","351,285,022","1,498,615,662,059","66,840,346,138,212",内胶乔 家屈林
678,2020/07/16,"1,807.97",2,-0.70,-0.04,"1,814.38","1,821.92","1,800.77","509,099,539","1,874,469,896,519","66,452,020,557,499",内胶乔 家屈林
679,2020/07/15,"1,808.67",1,14.91,0.83,"1,806.40","1,810.17","1,799.51","485,535,135","1,808,245,059,942","66,366,175,934,845",内胶乔 家屈林
680,2020/07/14,"1,793.76",1,2.03,0.11,"1,787.70","1,797.85","1,783.36","598,277,863","2,348,238,737,101","65,780,839,487,514",内胶乔 家屈林
681,2020/07/13,"1,791.73",1,21.66,1.22,"1,779.04","1,791.73","1,771.33","424,345,411","1,547,990,238,299","65,696,990,662,904",内胶乔 家屈林
682,2020/07/10,"1,770.07",2,-11.85,-0.67,"1,784.68","1,786.44","1,763.81","638,935,628","1,814,850,353,340","64,989,740,229,190",内胶乔 家屈林
683,2020/07/09,"1,781.92",1,8.76,0.49,"1,783.86","1,786.68","1,778.66","381,533,222","1,413,935,297,615","65,418,807,584,774",内胶乔 家屈林
684,2020/07/08,"1,773.16",1,5.13,0.29,"1,770.96","1,775.12","1,767.61","469,640,869","1,728,185,758,585","64,874,444,003,339",内胶乔 家屈林
685,2020/07/07,"1,768.03",2,-4.36,-0.25,"1,778.97","1,778.97","1,759.98","570,963,733","1,899,250,756,854","64,634,365,502,246",内胶乔 家屈林
686,2020/07/06,"1,772.39",1,16.84,0.96,"1,765.49","1,773.32","1,758.15","458,598,014","2,118,450,917,198","64,768,818,840,750",内胶乔 家屈林
687,2020/07/03,"1,755.55",1,15.88,0.91,"1,749.41","1,755.59","1,742.12","584,003,934","1,736,865,473,661","64,144,415,264,735",内胶乔 家屈林
688,2020/07/02,"1,739.67",1,22.14,1.29,"1,724.83","1,739.67","1,722.59","876,495,236","2,364,974,019,253","63,633,707,282,060",内胶乔 家屈林
689,2020/07/01,"1,717.53",2,-7.56,-0.44,"1,736.23","1,736.32","1,714.51","886,454,118","2,281,240,795,670","62,822,049,827,352",内胶乔 家屈林
690,2020/06/30,"1,725.09",1,15.84,0.93,"1,726.50","1,729.64","1,715.45","446,959,871","1,798,538,296,856","63,087,676,514,131",内胶乔 家屈林
691,2020/06/29,"1,709.25",2,-29.62,-1.70,"1,725.71","1,727.63","1,701.62","392,901,199","1,417,677,678,244","62,489,844,484,937",内胶乔 家屈林
692,2020/06/26,"1,738.87",1,2.58,0.15,"1,749.77","1,750.83","1,728.28","488,411,954","1,921,650,024,822","63,582,567,794,005",内胶乔 家屈林
693,2020/06/25,"1,736.29",2,-18.88,-1.08,"1,735.28","1,746.23","1,727.30","633,096,693","1,826,730,975,539","63,467,265,341,483",内胶乔 家屈林
694,2020/06/24,"1,755.17",1,8.86,0.51,"1,758.42","1,762.54","1,747.38","589,114,166","2,063,187,709,694","64,185,684,920,977",内胶乔 家屈林
695,2020/06/23,"1,746.31",2,-9.40,-0.54,"1,765.12","1,770.88","1,736.97","626,203,751","2,378,276,996,160","63,879,624,262,126",内胶乔 家屈林
696,2020/06/22,"1,755.71",2,-3.18,-0.18,"1,763.63","1,764.77","1,748.73","552,229,648","1,951,173,917,865","64,226,043,846,564",内胶乔 家屈林
697,2020/06/19,"1,758.89",1,22.13,1.27,"1,749.07","1,759.24","1,734.91","734,619,733","2,331,245,838,643","64,334,518,483,298",内胶乔 家屈林
